,abilities,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,images,Pokemon ID,Description
362,"['Thick Fat', 'Ice Body', 'Oblivious']",19.444444444444446,5120,70,290,100.0,Clap Pokémon,20.0,1059860,0.8,27.165354330708663,Tamazarashiタマザラシ,363 Spheal,50.0,363,24.456521739130437,14.285714285714285,11.428571428571429,ice,water,39.5,3,0,images/363.png,363,Spheal is an Ice/Water type Pokémon introduced in Generation 3.
363,"['Thick Fat', 'Ice Body', 'Oblivious']",30.55555555555556,5120,70,410,46.42857142857143,Ball Roll Pokémon,28.88888888888889,1059860,1.1,35.03937007874016,Todogglerトドグラー,364 Sealeo,50.0,364,35.32608695652174,23.809523809523807,22.857142857142858,ice,water,87.6,3,0,images/364.png,364,Sealeo is an Ice/Water type Pokémon introduced in Generation 3.
364,"['Thick Fat', 'Ice Body', 'Oblivious']",41.66666666666667,5120,70,530,16.666666666666664,Ice Break Pokémon,37.77777777777778,1059860,1.4,42.91338582677165,Todoserugaトドゼルガ,365 Walrein,50.0,365,46.19565217391305,33.33333333333333,34.285714285714285,ice,water,150.6,3,0,images/365.png,365,Walrein is an Ice/Water type Pokémon introduced in Generation 3.
365,"['Shell Armor', 'Rattled']",32.77777777777778,5120,70,345,100.0,Bivalve Pokémon,35.55555555555556,600000,0.4,13.385826771653544,Pearluluパールル,366 Clamperl,50.0,366,34.78260869565217,16.666666666666664,15.428571428571429,water,,52.5,3,0,images/366.png,366,Clamperl is a Water type Pokémon introduced in Generation 3.
366,"['Swift Swim', 'Water Veil']",55.00000000000001,5120,70,485,22.61904761904762,Deep Sea Pokémon,44.44444444444444,600000,1.7,21.25984251968504,Huntailハンテール,367 Huntail,50.0,367,45.65217391304348,26.190476190476197,26.857142857142858,water,,27.0,3,0,images/367.png,367,Huntail is a Water type Pokémon introduced in Generation 3.
367,"['Swift Swim', 'Hydration']",43.888888888888886,5120,70,485,22.61904761904762,South Sea Pokémon,44.44444444444444,600000,1.8,21.25984251968504,Sakurabyssサクラビス,368 Gorebyss,50.0,368,56.52173913043478,26.190476190476197,26.857142857142858,water,,22.6,3,0,images/368.png,368,Gorebyss is a Water type Pokémon introduced in Generation 3.
368,"['Swift Swim', 'Rock Head', 'Sturdy']",47.22222222222222,10240,70,485,8.73015873015873,Longevity Pokémon,55.55555555555556,1250000,1.0,38.976377952755904,Glanthジーランス,369 Relicanth,88.1,369,19.021739130434785,21.428571428571427,28.57142857142857,water,rock,23.4,3,0,images/369.png,369,Relicanth is a Water/Rock type Pokémon introduced in Generation 3.
369,"['Swift Swim', 'Hydration']",13.88888888888889,5120,70,330,88.09523809523809,Rendezvous Pokémon,22.22222222222222,800000,0.6,16.535433070866144,Lovecusラブカス,370 Luvdisc,24.6,370,16.304347826086957,21.428571428571427,52.57142857142857,water,,8.7,3,0,images/370.png,370,Luvdisc is a Water type Pokémon introduced in Generation 3.
370,"['Rock Head', 'Sheer Force']",38.88888888888889,10240,35,300,16.666666666666664,Rock Head Pokémon,24.444444444444443,1250000,0.6,17.322834645669293,Tatsubayタツベイ,371 Bagon,50.0,371,16.304347826086957,4.761904761904762,25.71428571428571,dragon,,42.1,3,0,images/371.png,371,Bagon is a Dragon type Pokémon introduced in Generation 3.
371,"['Rock Head', 'Overcoat']",50.0,10240,35,420,16.666666666666664,Endurance Pokémon,42.22222222222222,1250000,1.1,25.196850393700785,Komoruuコモルー,372 Shelgon,50.0,372,27.173913043478255,14.285714285714285,25.71428571428571,dragon,,110.5,3,0,images/372.png,372,Shelgon is a Dragon type Pokémon introduced in Generation 3.
372,"['Intimidate', 'Moxie']",77.77777777777779,10240,35,700,16.666666666666664,Dragon Pokémon,55.55555555555556,1250000,1.5,37.00787401574803,Bohmanderボーマンダ,373 Salamence,50.0,373,59.78260869565217,33.33333333333333,65.71428571428571,dragon,flying,102.6,3,0,images/373.png,373,"Salamence is a Dragon/Flying type Pokémon introduced in Generation 3. Salamence is a pseudo-legendary Pokémon. It has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go. In Generation 9, a Paradox Pokémon Roaring Moon was discovered, which bears a striking resemblance to Salamence."
373,"['Clear Body', 'Light Metal']",27.77777777777778,10240,35,300,0.0,Iron Ball Pokémon,33.33333333333333,1250000,0.6,15.354330708661418,Dumbberダンバル,374 Beldum,,374,13.586956521739127,19.047619047619047,14.285714285714285,steel,psychic,95.2,3,0,images/374.png,374,Beldum is a Steel/Psychic type Pokémon introduced in Generation 3.
374,"['Clear Body', 'Light Metal']",38.88888888888889,10240,35,420,0.0,Iron Claw Pokémon,42.22222222222222,1250000,1.2,23.228346456692915,Metangメタング,375 Metang,,375,24.456521739130437,28.57142857142857,25.71428571428571,steel,psychic,202.5,3,0,images/375.png,375,Metang is a Steel/Psychic type Pokémon introduced in Generation 3.
375,"['Clear Body', 'Light Metal']",77.77777777777779,10240,35,700,0.0,Iron Leg Pokémon,64.44444444444444,1250000,1.6,31.10236220472441,Metagrossメタグロス,376 Metagross,,376,51.63043478260869,42.85714285714285,60.0,steel,psychic,550.0,3,0,images/376.png,376,"Metagross is a Steel/Psychic type Pokémon introduced in Generation 3. Metagross is a pseudo-legendary Pokémon. It has a Mega Evolution, available in Omega Ruby/Alpha Sapphire."
376,"['Clear Body', 'Sturdy']",52.77777777777778,20480,35,580,0.0,Rock Peak Pokémon,86.66666666666667,1250000,1.7,31.10236220472441,Regirockレジロック,377 Regirock,,377,21.73913043478261,38.095238095238095,25.71428571428571,rock,,230.0,3,1,images/377.png,377,Regirock is a Rock type Pokémon introduced in Generation 3.
377,"['Clear Body', 'Ice Body']",25.0,20480,35,580,0.0,Iceberg Pokémon,42.22222222222222,1250000,1.8,31.10236220472441,Regiceレジアイス,378 Regice,,378,48.91304347826087,85.71428571428571,25.71428571428571,ice,,175.0,3,1,images/378.png,378,Regice is an Ice type Pokémon introduced in Generation 3.
378,"['Clear Body', 'Light Metal']",38.88888888888889,20480,35,580,0.0,Iron Pokémon,64.44444444444444,1250000,1.9,31.10236220472441,Registeelレジスチル,379 Registeel,,379,35.32608695652174,61.90476190476191,25.71428571428571,steel,,205.0,3,1,images/379.png,379,Registeel is a Steel type Pokémon introduced in Generation 3.
379,['Levitate'],52.77777777777778,30720,90,700,0.0,Eon Pokémon,51.11111111111111,1250000,1.4,31.10236220472441,Latiasラティアス,380 Latias,0.0,380,70.65217391304348,61.90476190476191,60.0,dragon,psychic,40.0,3,1,images/380.png,380,"Latias is a Dragon/Psychic type Pokémon introduced in Generation 3. Latias has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go."
380,['Levitate'],69.44444444444444,30720,90,700,0.0,Eon Pokémon,42.22222222222222,1250000,2.0,31.10236220472441,Latiosラティオス,381 Latios,100.0,381,81.52173913043478,47.61904761904761,60.0,dragon,psychic,60.0,3,1,images/381.png,381,"Latios is a Dragon/Psychic type Pokémon introduced in Generation 3. Latios has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go."
381,['Drizzle'],80.55555555555556,30720,0,770,0.0,Sea Basin Pokémon,37.77777777777778,1250000,4.5,38.976377952755904,Kyogreカイオーガ,382 Kyogre,,382,92.3913043478261,66.66666666666666,48.57142857142857,water,,352.0,3,1,images/382.png,382,Kyogre is a Water type Pokémon introduced in Generation 3.
382,['Drought'],97.2222222222222,30720,0,770,0.0,Continent Pokémon,68.88888888888889,1250000,3.5,38.976377952755904,Groudonグラードン,383 Groudon,,383,76.08695652173914,33.33333333333333,48.57142857142857,ground,,950.0,3,1,images/383.png,383,Groudon is a Ground type Pokémon introduced in Generation 3.
383,['Air Lock'],97.2222222222222,30720,0,780,16.666666666666664,Sky High Pokémon,42.22222222222222,1250000,7.0,40.94488188976378,Rayquazaレックウザ,384 Rayquaza,,384,92.3913043478261,38.095238095238095,62.85714285714285,dragon,flying,206.5,3,1,images/384.png,384,"Rayquaza is a Dragon/Flying type Pokémon introduced in Generation 3. Rayquaza has a Mega Evolution, available in Omega Ruby/Alpha Sapphire."
384,['Serene Grace'],52.77777777777778,30720,100,600,0.0,Wish Pokémon,42.22222222222222,1250000,0.3,38.976377952755904,Jirachiジラーチ,385 Jirachi,,385,48.91304347826087,38.095238095238095,54.285714285714285,steel,psychic,1.1,3,1,images/385.png,385,Jirachi is a Steel/Psychic type Pokémon introduced in Generation 3.
385,['Pressure'],50.0,30720,0,600,0.0,DNA Pokémon,37.77777777777778,1250000,1.7,19.291338582677163,Deoxysデオキシス,386 Deoxys,,386,46.19565217391305,33.33333333333333,100.0,psychic,,60.8,3,1,images/386.png,386,Deoxys is a Psychic type Pokémon introduced in Generation 3.
386,"['Overgrow', 'Shell Armor']",35.0,5120,70,318,16.666666666666664,Tiny Leaf Pokémon,26.222222222222225,1059860,0.4,21.25984251968504,Naetleナエトル,387 Turtwig,88.1,387,19.021739130434785,16.666666666666664,14.857142857142858,grass,,10.2,4,0,images/387.png,387,Turtwig is a Grass type Pokémon introduced in Generation 4.
387,"['Overgrow', 'Shell Armor']",46.66666666666666,5120,70,405,16.666666666666664,Grove Pokémon,35.55555555555556,1059860,1.1,29.133858267716533,Hayashigameハヤシガメ,388 Grotle,88.1,388,24.456521739130437,21.428571428571427,17.71428571428571,grass,,97.0,4,0,images/388.png,388,Grotle is a Grass type Pokémon introduced in Generation 4.
388,"['Overgrow', 'Shell Armor']",57.77777777777777,5120,70,525,16.666666666666664,Continent Pokémon,44.44444444444444,1059860,2.2,37.00787401574803,Dodaitoseドダイトス,389 Torterra,88.1,389,35.32608695652174,30.952380952380956,29.142857142857142,grass,ground,310.0,4,0,images/389.png,389,Torterra is a Grass/Ground type Pokémon introduced in Generation 4.
389,"['Blaze', 'Iron Fist']",29.444444444444446,5120,70,309,16.666666666666664,Chimp Pokémon,17.333333333333336,1059860,0.5,16.92913385826772,Hikozaruヒコザル,390 Chimchar,88.1,390,26.08695652173913,11.428571428571429,32.0,fire,,6.2,4,0,images/390.png,390,Chimchar is a Fire type Pokémon introduced in Generation 4.
390,"['Blaze', 'Iron Fist']",40.55555555555556,5120,70,405,16.666666666666664,Playful Pokémon,20.88888888888889,1059860,0.9,24.80314960629921,Moukazaruモウカザル,391 Monferno,88.1,391,36.95652173913043,15.23809523809524,43.42857142857143,fire,fighting,22.0,4,0,images/391.png,391,Monferno is a Fire/Fighting type Pokémon introduced in Generation 4.
391,"['Blaze', 'Iron Fist']",55.00000000000001,5120,70,534,16.666666666666664,Flame Pokémon,29.33333333333333,1059860,1.2,29.527559055118108,Goukazaruゴウカザル,392 Infernape,88.1,392,51.08695652173913,24.285714285714285,58.85714285714285,fire,fighting,55.0,4,0,images/392.png,392,Infernape is a Fire/Fighting type Pokémon introduced in Generation 4.
392,"['Torrent', 'Defiant']",25.555555555555557,5120,70,314,16.666666666666664,Penguin Pokémon,21.333333333333336,1059860,0.4,20.47244094488189,Pochamaポッチャマ,393 Piplup,88.1,393,27.717391304347828,17.142857142857142,20.0,water,,5.2,4,0,images/393.png,393,Piplup is a Water type Pokémon introduced in Generation 4.
393,"['Torrent', 'Defiant']",33.88888888888889,5120,70,405,16.666666666666664,Penguin Pokémon,28.000000000000004,1059860,0.8,24.80314960629921,Pottaishiポッタイシ,394 Prinplup,88.1,394,38.58695652173913,26.666666666666668,25.71428571428571,water,,23.0,4,0,images/394.png,394,Prinplup is a Water type Pokémon introduced in Generation 4.
394,"['Torrent', 'Defiant']",45.0,5120,70,530,16.666666666666664,Emperor Pokémon,36.888888888888886,1059860,1.7,32.677165354330704,Emperteエンペルト,395 Empoleon,88.1,395,54.891304347826086,38.57142857142858,31.428571428571427,water,steel,84.5,4,0,images/395.png,395,Empoleon is a Water/Steel type Pokémon introduced in Generation 4.
395,"['Keen Eye', 'Reckless']",27.77777777777778,3840,70,245,100.0,Starling Pokémon,11.11111111111111,1059860,0.3,15.354330708661418,Mukkuruムックル,396 Starly,50.0,396,10.869565217391305,4.761904761904762,31.428571428571427,normal,flying,2.0,4,0,images/396.png,396,Starly is a Normal/Flying type Pokémon introduced in Generation 4.
396,"['Intimidate', 'Reckless']",38.88888888888889,3840,70,340,46.42857142857143,Starling Pokémon,20.0,1059860,0.6,21.25984251968504,Mukubirdムクバード,397 Staravia,50.0,397,16.304347826086957,9.523809523809524,42.85714285714285,normal,flying,15.5,4,0,images/397.png,397,Staravia is a Normal/Flying type Pokémon introduced in Generation 4.
397,"['Intimidate', 'Reckless']",63.888888888888886,3840,70,485,16.666666666666664,Predator Pokémon,28.88888888888889,1059860,1.2,33.07086614173229,Mukuhawkムクホーク,398 Staraptor,50.0,398,21.73913043478261,19.047619047619047,54.285714285714285,normal,flying,24.9,4,0,images/398.png,398,Staraptor is a Normal/Flying type Pokémon introduced in Generation 4.
398,"['Simple', 'Unaware', 'Moody']",22.22222222222222,3840,70,250,100.0,Plump Mouse Pokémon,15.555555555555555,1000000,0.5,22.83464566929134,Bippaビッパ,399 Bidoof,50.0,399,13.586956521739127,9.523809523809524,14.857142857142858,normal,,20.0,4,0,images/399.png,399,Bidoof is a Normal type Pokémon introduced in Generation 4.
399,"['Simple', 'Unaware', 'Moody']",44.44444444444444,3840,70,410,49.2063492063492,Beaver Pokémon,24.444444444444443,1000000,1.0,30.70866141732284,Beadaruビーダル,400 Bibarel,50.0,400,24.456521739130437,19.047619047619047,37.71428571428572,normal,water,31.5,4,0,images/400.png,400,Bibarel is a Normal/Water type Pokémon introduced in Generation 4.
400,"['Shed Skin', 'Run Away']",11.11111111111111,3840,70,194,100.0,Cricket Pokémon,16.0,1059860,0.3,14.173228346456693,Korobohshiコロボーシ,401 Kricketot,50.0,401,8.152173913043478,10.0,11.428571428571429,bug,,2.2,4,0,images/401.png,401,Kricketot is a Bug type Pokémon introduced in Generation 4.
401,"['Swarm', 'Technician']",44.44444444444444,3840,70,384,16.666666666666664,Cricket Pokémon,20.444444444444446,1059860,1.0,29.92125984251969,Korotockコロトック,402 Kricketune,50.0,402,24.456521739130437,14.761904761904765,34.285714285714285,bug,,25.5,4,0,images/402.png,402,Kricketune is a Bug type Pokémon introduced in Generation 4.
402,"['Rivalry', 'Intimidate', 'Guts']",33.33333333333333,5120,70,263,92.06349206349206,Flash Pokémon,12.88888888888889,1059860,0.5,17.322834645669293,Kolinkコリンク,403 Shinx,50.0,403,16.304347826086957,6.666666666666667,22.857142857142858,electric,,9.5,4,0,images/403.png,403,Shinx is an Electric type Pokémon introduced in Generation 4.
403,"['Rivalry', 'Intimidate', 'Guts']",44.44444444444444,5120,100,363,46.42857142857143,Spark Pokémon,19.55555555555556,1059860,0.9,23.228346456692915,Luxioルクシオ,404 Luxio,50.0,404,27.173913043478255,13.80952380952381,31.428571428571427,electric,,30.5,4,0,images/404.png,404,Luxio is an Electric type Pokémon introduced in Generation 4.
404,"['Rivalry', 'Intimidate', 'Guts']",63.888888888888886,5120,70,523,16.666666666666664,Gleam Eyes Pokémon,32.88888888888889,1059860,1.4,31.10236220472441,Rentorarレントラー,405 Luxray,50.0,405,46.19565217391305,28.09523809523809,37.142857142857146,electric,,42.0,4,0,images/405.png,405,Luxray is an Electric type Pokémon introduced in Generation 4.
405,"['Natural Cure', 'Poison Point', 'Leaf Guard']",13.88888888888889,5120,70,280,100.0,Bud Pokémon,13.333333333333334,1059860,0.2,15.354330708661418,Subomieスボミー,406 Budew,50.0,406,21.73913043478261,23.809523809523807,28.57142857142857,grass,poison,1.2,4,0,images/406.png,406,Budew is a Grass/Poison type Pokémon introduced in Generation 4.
406,"['Natural Cure', 'Poison Point', 'Technician']",36.11111111111111,5120,70,515,28.57142857142857,Bouquet Pokémon,26.666666666666668,1059860,0.9,23.228346456692915,Roseradeロズレイド,407 Roserade,50.0,407,62.5,40.47619047619048,48.57142857142857,grass,poison,14.5,4,0,images/407.png,407,Roserade is a Grass/Poison type Pokémon introduced in Generation 4.
407,"['Mold Breaker', 'Sheer Force']",66.66666666666666,7680,70,350,16.666666666666664,Head Butt Pokémon,15.555555555555555,600000,0.9,25.984251968503933,Zugaidosズガイドス,408 Cranidos,88.1,408,10.869565217391305,4.761904761904762,30.28571428571429,rock,,31.5,4,0,images/408.png,408,Cranidos is a Rock type Pokémon introduced in Generation 4.
408,"['Mold Breaker', 'Sheer Force']",88.88888888888889,7680,70,495,16.666666666666664,Head Butt Pokémon,24.444444444444443,600000,1.6,37.79527559055118,Rampaldラムパルド,409 Rampardos,88.1,409,29.89130434782609,14.285714285714285,30.28571428571429,rock,,102.5,4,0,images/409.png,409,Rampardos is a Rock type Pokémon introduced in Generation 4.
409,"['Sturdy', 'Soundproof']",20.555555555555557,7680,70,350,16.666666666666664,Shield Pokémon,50.22222222222222,600000,0.5,11.41732283464567,Tatetopsタテトプス,410 Shieldon,88.1,410,17.391304347826086,32.38095238095238,14.285714285714285,rock,steel,57.0,4,0,images/410.png,410,Shieldon is a Rock/Steel type Pokémon introduced in Generation 4.
410,"['Sturdy', 'Soundproof']",26.111111111111114,7680,70,495,16.666666666666664,Shield Pokémon,72.44444444444444,600000,1.3,23.228346456692915,Toridepsトリデプス,411 Bastiodon,88.1,411,20.108695652173918,56.19047619047619,14.285714285714285,rock,steel,149.5,4,0,images/411.png,411,Bastiodon is a Rock/Steel type Pokémon introduced in Generation 4.
411,"['Shed Skin', 'Overcoat']",13.333333333333334,3840,70,224,46.42857142857143,Bagworm Pokémon,17.77777777777778,1000000,0.2,15.354330708661418,Minomucchiミノムッチ,412 Burmy,50.0,412,10.326086956521738,11.904761904761903,17.71428571428571,bug,,3.4,4,0,images/412.png,412,Burmy is a Bug type Pokémon introduced in Generation 4.
412,"['Anticipation', 'Overcoat']",35.55555555555556,3840,70,424,16.666666666666664,Bagworm Pokémon,40.0,1000000,0.5,23.228346456692915,Minomadam (kusaki No Mino)ミノマダム,413 Wormadam,0.0,413,32.065217391304344,35.714285714285715,17.71428571428571,bug,grass,6.5,4,0,images/413.png,413,Wormadam is a Bug/Grass type Pokémon introduced in Generation 4.
413,"['Swarm', 'Tinted Lens']",49.44444444444444,3840,70,424,16.666666666666664,Moth Pokémon,20.0,1000000,0.9,27.165354330708663,Gamaleガーメイル,414 Mothim,100.0,414,45.65217391304348,14.285714285714285,34.85714285714286,bug,flying,23.3,4,0,images/414.png,414,Mothim is a Bug/Flying type Pokémon introduced in Generation 4.
414,"['Honey Gather', 'Hustle']",13.88888888888889,3840,70,244,46.42857142857143,Tiny Bee Pokémon,16.444444444444446,1059860,0.3,11.41732283464567,Mitsuhoneyミツハニー,415 Combee,88.1,415,10.869565217391305,10.476190476190476,37.142857142857146,bug,flying,5.5,4,0,images/415.png,415,Combee is a Bug/Flying type Pokémon introduced in Generation 4.
415,"['Pressure', 'Unnerve']",41.66666666666667,3840,70,474,16.666666666666664,Beehive Pokémon,43.11111111111112,1059860,1.2,27.165354330708663,Beequenビークイン,416 Vespiquen,0.0,416,38.04347826086957,39.04761904761905,20.0,bug,flying,38.5,4,0,images/416.png,416,Vespiquen is a Bug/Flying type Pokémon introduced in Generation 4.
416,"['Run Away', 'Pickup', 'Volt Absorb']",22.22222222222222,2560,100,405,78.17460317460318,EleSquirrel Pokémon,28.88888888888889,1000000,0.4,23.228346456692915,Pachirisuパチリス,417 Pachirisu,50.0,417,19.021739130434785,33.33333333333333,51.42857142857142,electric,,3.9,4,0,images/417.png,417,Pachirisu is an Electric type Pokémon introduced in Generation 4.
417,"['Swift Swim', 'Water Veil']",33.33333333333333,5120,70,330,74.20634920634922,Sea Weasel Pokémon,13.333333333333334,1000000,0.7,21.25984251968504,Buoyselブイゼル,418 Buizel,50.0,418,27.173913043478255,4.761904761904762,45.71428571428572,water,,29.5,4,0,images/418.png,418,Buizel is a Water type Pokémon introduced in Generation 4.
418,"['Swift Swim', 'Water Veil']",55.55555555555556,5120,70,495,28.57142857142857,Sea Weasel Pokémon,22.22222222222222,1000000,1.1,33.07086614173229,Floazelフローゼル,419 Floatzel,50.0,419,40.76086956521739,14.285714285714285,62.85714285714285,water,,33.5,4,0,images/419.png,419,Floatzel is a Water type Pokémon introduced in Generation 4.
419,['Chlorophyll'],16.666666666666664,5120,70,275,74.20634920634922,Cherry Pokémon,17.77777777777778,1000000,0.4,17.322834645669293,Cherinboチェリンボ,420 Cherubi,50.0,420,28.26086956521739,15.714285714285714,17.142857142857142,grass,,3.3,4,0,images/420.png,420,Cherubi is a Grass type Pokémon introduced in Generation 4.
420,['Flower Gift'],30.55555555555556,5120,70,450,28.57142857142857,Blossom Pokémon,28.88888888888889,1000000,0.5,27.165354330708663,Cherrimチェリム,421 Cherrim,50.0,421,41.84782608695652,27.61904761904762,45.71428571428572,grass,,9.3,4,0,images/421.png,421,"Cherrim is a Grass type Pokémon introduced in Generation 4. Cherrim has two forms: Overcast Form and Sunny Form. Under most conditions it remains in Overcast Form, but during harsh sunlight it changes to Sunny Form. Cherrim's ability raises its Attack and Sp.Def during harsh sunlight."
421,"['Sticky Hold', 'Storm Drain', 'Sand Force']",23.88888888888889,5120,70,325,74.20634920634922,Sea Slug Pokémon,19.11111111111111,1000000,0.3,29.527559055118108,Karanakushiカラナクシ,422 Shellos,50.0,422,25.543478260869566,20.0,16.57142857142857,water,,6.3,4,0,images/422.png,422,Shellos is a Water type Pokémon introduced in Generation 4.
422,"['Sticky Hold', 'Storm Drain', 'Sand Force']",43.333333333333336,5120,70,475,28.57142857142857,Sea Slug Pokémon,28.000000000000004,1000000,0.9,43.30708661417323,Tritodonトリトドン,423 Gastrodon,50.0,423,44.56521739130434,29.52380952380953,19.428571428571427,water,ground,29.9,4,0,images/423.png,423,Gastrodon is a Water/Ground type Pokémon introduced in Generation 4.
423,"['Technician', 'Pickup', 'Skill Link']",52.77777777777778,5120,100,482,16.666666666666664,Long Tail Pokémon,27.111111111111114,800000,1.2,29.133858267716533,Etebothエテボース,424 Ambipom,50.0,424,27.173913043478255,21.904761904761905,62.85714285714285,normal,,20.3,4,0,images/424.png,424,Ambipom is a Normal type Pokémon introduced in Generation 4.
424,"['Aftermath', 'Unburden', 'Flare Boost']",25.0,7680,70,348,48.41269841269841,Balloon Pokémon,12.88888888888889,1640000,0.4,35.03937007874016,Fuwanteフワンテ,425 Drifloon,50.0,425,27.173913043478255,11.428571428571429,37.142857142857146,ghost,flying,1.2,4,0,images/425.png,425,Drifloon is a Ghost/Flying type Pokémon introduced in Generation 4.
425,"['Aftermath', 'Unburden', 'Flare Boost']",41.66666666666667,7680,70,498,22.61904761904762,Blimp Pokémon,17.333333333333336,1640000,1.2,58.66141732283464,Fuwarideフワライド,426 Drifblim,50.0,426,43.47826086956522,16.19047619047619,42.85714285714285,ghost,flying,15.0,4,0,images/426.png,426,Drifblim is a Ghost/Flying type Pokémon introduced in Generation 4.
426,"['Run Away', 'Klutz', 'Limber']",33.88888888888889,5120,0,350,74.20634920634922,Rabbit Pokémon,17.333333333333336,1000000,0.4,21.25984251968504,Mimirolミミロル,427 Buneary,50.0,427,18.47826086956521,17.142857142857142,45.71428571428572,normal,,5.5,4,0,images/427.png,427,Buneary is a Normal type Pokémon introduced in Generation 4.
427,"['Cute Charm', 'Klutz', 'Limber']",72.77777777777777,5120,140,580,22.61904761904762,Rabbit Pokémon,39.55555555555556,1000000,1.2,25.196850393700785,Mimilopミミロップ,428 Lopunny,50.0,428,23.91304347826087,36.19047619047619,74.28571428571429,normal,,33.3,4,0,images/428.png,428,"Lopunny is a Normal type Pokémon introduced in Generation 4. Lopunny has a Mega Evolution, available in Omega Ruby/Alpha Sapphire and Pokémon Go."
428,['Levitate'],30.55555555555556,6400,35,495,16.666666666666664,Magical Pokémon,24.444444444444443,800000,0.9,23.228346456692915,Mumargiムウマージ,429 Mismagius,50.0,429,51.63043478260869,40.47619047619048,57.14285714285714,ghost,,4.4,4,0,images/429.png,429,Mismagius is a Ghost type Pokémon introduced in Generation 4.
429,"['Insomnia', 'Super Luck', 'Moxie']",66.66666666666666,5120,35,505,10.714285714285714,Big Boss Pokémon,20.88888888888889,1059860,0.9,38.976377952755904,Dongkarasuドンカラス,430 Honchkrow,50.0,430,51.63043478260869,15.23809523809524,37.71428571428572,dark,flying,27.3,4,0,images/430.png,430,Honchkrow is a Dark/Flying type Pokémon introduced in Generation 4.
430,"['Limber', 'Own Tempo', 'Keen Eye']",27.77777777777778,5120,70,310,74.20634920634922,Catty Pokémon,16.444444444444446,800000,0.5,18.89763779527559,Nyarmarニャルマー,431 Glameow,24.6,431,17.391304347826086,8.095238095238095,45.71428571428572,normal,,3.9,4,0,images/431.png,431,Glameow is a Normal type Pokémon introduced in Generation 4.
431,"['Thick Fat', 'Own Tempo', 'Defiant']",42.77777777777778,5120,70,452,28.57142857142857,Tiger Cat Pokémon,26.222222222222225,800000,1.0,27.55905511811024,Bunyattoブニャット,432 Purugly,24.6,432,29.347826086956523,18.571428571428573,61.142857142857146,normal,,43.8,4,0,images/432.png,432,Purugly is a Normal type Pokémon introduced in Generation 4.
432,['Levitate'],13.88888888888889,6400,70,285,46.42857142857143,Bell Pokémon,20.0,800000,0.2,17.322834645669293,Lisyanリーシャン,433 Chingling,50.0,433,29.89130434782609,14.285714285714285,22.857142857142858,psychic,,0.6,4,0,images/433.png,433,Chingling is a Psychic type Pokémon introduced in Generation 4.
433,"['Stench', 'Aftermath', 'Keen Eye']",32.22222222222222,5120,70,329,88.09523809523809,Skunk Pokémon,18.666666666666668,1000000,0.4,24.40944881889764,Skunpuuスカンプー,434 Stunky,50.0,434,16.847826086956523,10.0,39.42857142857143,poison,dark,19.2,4,0,images/434.png,434,Stunky is a Poison/Dark type Pokémon introduced in Generation 4.
434,"['Stench', 'Aftermath', 'Keen Eye']",48.888888888888886,5120,70,479,22.61904761904762,Skunk Pokémon,27.55555555555556,1000000,1.0,40.15748031496063,Skutankスカタンク,435 Skuntank,50.0,435,33.15217391304348,19.52380952380953,45.14285714285714,poison,dark,38.0,4,0,images/435.png,435,Skuntank is a Poison/Dark type Pokémon introduced in Generation 4.
435,"['Levitate', 'Heatproof', 'Heavy Metal']",10.555555555555555,5120,70,300,100.0,Bronze Pokémon,36.0,1000000,0.5,22.04724409448819,Dohmirrorドーミラー,436 Bronzor,,436,7.608695652173914,31.428571428571427,10.285714285714285,steel,psychic,60.5,4,0,images/436.png,436,Bronzor is a Steel/Psychic type Pokémon introduced in Generation 4.
436,"['Levitate', 'Heatproof', 'Heavy Metal']",46.66666666666666,5120,70,500,34.523809523809526,Bronze Bell Pokémon,49.333333333333336,1000000,1.3,25.984251968503933,Dohtakunドータクン,437 Bronzong,,437,37.5,45.71428571428572,16.0,steel,psychic,187.0,4,0,images/437.png,437,Bronzong is a Steel/Psychic type Pokémon introduced in Generation 4.
437,"['Sturdy', 'Rock Head', 'Rattled']",41.66666666666667,5120,70,290,100.0,Bonsai Pokémon,40.0,1000000,0.5,19.291338582677163,Usohachiウソハチ,438 Bonsly,50.0,438,0.0,11.904761904761903,2.857142857142857,rock,,15.0,4,0,images/438.png,438,Bonsly is a Rock type Pokémon introduced in Generation 4.
438,"['Soundproof', 'Filter', 'Technician']",11.11111111111111,6400,70,310,56.34920634920635,Mime Pokémon,17.77777777777778,1000000,0.6,7.480314960629922,Maneneマネネ,439 Mime Jr.,50.0,439,32.608695652173914,33.33333333333333,31.428571428571427,psychic,fairy,13.0,4,0,images/439.png,439,Mime Jr. is a Psychic/Fairy type Pokémon introduced in Generation 4.
